Bimp,Bter
BIMP11439,
BIMP16212,LOC100646741
BIMP24754,LOC100645594
BIMP16038,
BIMP20402,LOC110119180
BIMP17774,
BIMP23271,
BIMP16316,LOC100648115
BIMP13802,LOC105667004
BIMP22683,LOC100650201
BIMP15736,LOC105666555
BIMP14396,LOC100644044
BIMP12213,
BIMP23587,LOC100651730
BIMP10409,
BIMP24460,LOC100643358
BIMP24757,LOC100644305
BIMP24990,LOC100650820
BIMP17214,LOC100643496
BIMP10343,LOC100645544
BIMP10594,LOC100642668
BIMP13091,LOC100642827
BIMP21126,LOC100648287
BIMP23516,LOC100651894
BIMP16299,LOC100647317
BIMP17412,LOC100651415
BIMP17900,
BIMP10082,LOC100651927
BIMP18327,LOC100646838
BIMP20501,LOC100642308
BIMP11911,LOC100648244
BIMP20362,LOC100644995
BIMP17763,
BIMP12512,LOC100643567
BIMP15879,LOC100645203
BIMP15907,
BIMP10456,LOC100648827
BIMP12953,
BIMP16678,
BIMP14874,LOC100649947
BIMP16706,
BIMP18463,LOC100649938
BIMP22778,
BIMP20975,LOC100645498
BIMP22846,LOC100650003
BIMP20602,LOC105666203
BIMP18847,LOC100650808
BIMP11569,LOC100646149
BIMP10907,
BIMP13532,LOC100643599
BIMP10336,
BIMP14646,LOC105665946
BIMP10328,LOC100651172
BIMP25680,LOC100651088
BIMP22200,
BIMP19204,LOC100644574
BIMP18682,
BIMP23628,LOC100646507
BIMP10129,LOC105667002
BIMP20287,LOC100647328
BIMP12943,
BIMP10175,
BIMP25716,
BIMP15435,LOC100649396
BIMP23186,LOC100647621
BIMP25309,
BIMP12482,
BIMP15999,
BIMP18904,LOC100643887
BIMP14264,LOC100648266
BIMP16423,LOC100652222
BIMP24935,LOC100651965
BIMP16908,
BIMP24548,LOC100643442
BIMP25803,LOC100648238
BIMP21341,LOC100648587
BIMP21341,LOC100650114
BIMP12807,LOC100644863
BIMP10399,LOC100644481
BIMP17129,
BIMP20286,
BIMP12536,LOC100652229
BIMP25760,LOC100642534
BIMP24254,LOC100651950
BIMP23892,LOC100651070
BIMP17847,LOC100642823
BIMP15948,LOC100650744
BIMP19965,
BIMP22108,LOC100649669
BIMP10312,LOC100647702
BIMP15481,LOC100648264
BIMP15481,LOC100648379
BIMP15481,LOC100647917
BIMP15481,LOC100648037
BIMP15481,LOC110119154
BIMP15481,LOC100642545
BIMP15481,LOC110119155
BIMP19106,LOC100644692
BIMP15935,LOC100646365
BIMP22634,LOC100642725
BIMP21265,
BIMP11701,LOC100642983
BIMP18175,
BIMP12359,LOC100644291
BIMP18786,LOC100649556
BIMP20857,
BIMP14429,LOC100650230
BIMP18927,LOC100648746
BIMP22069,
BIMP16049,
BIMP21838,LOC100642500
BIMP16737,
BIMP19490,LOC100646487
BIMP16073,LOC100644954
BIMP14485,LOC100646174
BIMP10021,LOC100646654
BIMP12857,LOC100651716
BIMP19238,LOC100647000
BIMP18218,LOC100647556
BIMP23346,
BIMP17761,
BIMP24912,LOC100644902
BIMP20275,LOC100649438
BIMP19590,
BIMP25409,LOC100651207
BIMP20096,LOC100648720
BIMP11279,LOC100649340
BIMP24736,LOC100649769
BIMP16910,LOC100651514
BIMP14333,LOC100646212
BIMP12502,LOC100645716
BIMP11078,LOC105666458
BIMP15211,LOC100644109
BIMP17640,LOC100642780
BIMP25594,
BIMP24051,LOC100652329
BIMP14223,
BIMP22754,LOC100643693
BIMP22033,LOC100649299
BIMP23238,
BIMP23597,
BIMP22787,LOC100649613
BIMP22366,LOC100647002
BIMP24534,
BIMP10423,
BIMP15753,LOC100644348
BIMP24604,
BIMP20911,
BIMP25378,
BIMP13663,LOC100649882
BIMP22429,
BIMP17666,LOC100646968
BIMP16384,LOC105667120
BIMP16037,LOC100643587
BIMP21517,LOC100642604
BIMP14766,
BIMP22885,LOC100650608
BIMP24566,LOC100644714
BIMP14870,LOC100647790
BIMP24625,
BIMP16519,
BIMP16012,
BIMP17619,LOC100649861
BIMP23993,
BIMP19236,
BIMP14448,LOC105667086
BIMP18899,LOC100646534
BIMP23333,
BIMP11724,LOC100648118
BIMP25080,LOC100649753
BIMP25239,LOC100648000
BIMP19503,LOC100642386
BIMP12533,
BIMP19063,
BIMP16146,LOC100650886
BIMP16130,LOC100643893
BIMP20524,
BIMP20827,LOC100648897
BIMP17539,LOC100648653
BIMP23795,LOC100648559
BIMP17198,LOC100647273
BIMP18654,LOC100646046
BIMP15250,LOC100646608
BIMP17484,
BIMP22858,LOC100644183
BIMP17676,LOC100648536
BIMP12982,LOC100645762
BIMP24207,
BIMP24958,
BIMP25197,LOC105665719
BIMP25076,LOC100642269
BIMP18361,
BIMP13024,
BIMP12180,
BIMP11482,LOC100650830
BIMP16928,
BIMP17511,LOC100646516
BIMP14310,LOC100646210
BIMP24785,LOC100651687
BIMP20859,
BIMP21745,LOC100648270
BIMP21561,LOC100644931
BIMP24410,LOC100645877
BIMP17144,LOC100642390
BIMP17418,LOC100650215
BIMP23637,LOC100642522
BIMP10584,LOC105665610
BIMP19761,
BIMP18834,LOC100642634
BIMP22650,LOC100644484
BIMP12225,
BIMP20730,LOC100645002
BIMP24218,LOC105667179
BIMP11265,
BIMP22539,LOC100648579
BIMP22555,LOC100642350
BIMP17413,LOC100651173
BIMP17957,LOC100648226
BIMP15956,
BIMP10740,LOC100642852
BIMP24375,LOC100642618
BIMP25607,LOC100645902
BIMP15448,LOC100646274
BIMP16237,
BIMP11693,LOC100644424
BIMP14690,
BIMP15505,
BIMP17156,
BIMP10370,LOC105666034
BIMP20436,LOC105666458
BIMP22684,
BIMP21678,LOC100651683
BIMP17952,LOC100652055
BIMP12876,
BIMP15841,
BIMP12613,
BIMP24832,LOC100628631
BIMP22006,
BIMP12407,
BIMP15931,
BIMP16196,LOC100644257
BIMP21252,LOC100646583
BIMP23411,
BIMP15809,
BIMP21483,LOC100631087
BIMP21211,LOC100645205
BIMP17628,LOC100651346
BIMP19877,LOC100642427
BIMP17681,LOC110120033
BIMP23549,LOC100650127
BIMP13701,LOC100647809
BIMP16371,LOC100646649
BIMP15706,LOC100644463
BIMP22446,LOC100647380
BIMP15949,LOC100650015
BIMP18629,
BIMP10719,LOC100651765
BIMP23070,LOC100652313
BIMP22225,LOC100645934
BIMP15714,
BIMP24326,
BIMP23076,
BIMP24868,LOC100648414
BIMP13685,LOC100648322
BIMP12170,
BIMP15313,LOC100651829
BIMP20255,LOC100642193
BIMP23165,LOC100642607
BIMP16092,
BIMP21618,LOC100642999
BIMP14003,
BIMP19194,
BIMP12275,LOC100642493
BIMP13877,
BIMP14788,LOC100645833
BIMP23807,LOC100643576
BIMP20367,LOC100646253
BIMP24420,
BIMP14988,LOC100649392
BIMP18453,LOC100652288
BIMP25473,LOC100644549
BIMP12125,LOC100647705
BIMP15584,LOC105666843
BIMP20809,
BIMP13768,LOC105667005
BIMP19045,
BIMP18503,LOC100650121
BIMP15128,LOC100644612
BIMP25081,
BIMP10482,LOC100643387
BIMP11784,
BIMP13722,LOC105665616
BIMP14200,LOC100650164
BIMP13199,LOC100651208
BIMP17541,LOC100650898
BIMP22326,
BIMP13331,
BIMP11878,
BIMP16365,LOC105666904
BIMP14483,LOC100645708
BIMP11352,
BIMP18842,LOC105665752
BIMP25585,
BIMP18563,LOC110119565
BIMP18563,LOC110119539
BIMP18563,LOC110119551
BIMP18563,LOC110119563
BIMP11421,
BIMP22481,
BIMP24428,
BIMP20542,LOC105666853
BIMP24549,LOC100644362
BIMP14840,
BIMP21942,
BIMP19002,LOC105666726
BIMP19002,LOC105667048
BIMP19002,LOC105666497
BIMP25429,LOC100645993
BIMP18335,LOC100651575
BIMP21541,LOC100646472
BIMP22908,LOC100647110
BIMP20428,LOC100645158
BIMP11112,LOC100648225
BIMP24536,LOC105667205
BIMP14338,LOC100645785
BIMP10559,
BIMP12234,
BIMP13203,LOC100652124
BIMP10144,LOC100644961
BIMP19577,
BIMP14284,LOC100643229
BIMP11944,LOC100651992
BIMP20625,
BIMP11545,LOC100643451
BIMP10835,
BIMP11036,
BIMP14162,LOC100649936
BIMP10528,
BIMP10939,LOC100647491
BIMP24675,
BIMP21970,
BIMP13985,
BIMP19807,
BIMP10014,LOC100646978
BIMP14132,
BIMP25437,
BIMP18015,
BIMP18432,
BIMP20296,LOC110119143
BIMP23950,
BIMP19185,LOC100650615
BIMP10065,
BIMP18870,LOC100647060
BIMP23107,LOC100649061
BIMP14193,
BIMP14632,LOC100646688
BIMP23699,LOC100648636
BIMP16842,LOC105666509
BIMP18829,
BIMP14854,LOC100644697
BIMP20047,LOC100648992
BIMP18083,LOC100650999
BIMP23566,LOC100643381
BIMP22390,LOC100644911
BIMP16228,LOC100649772
BIMP11985,LOC105666129
BIMP17425,LOC100648372
BIMP18692,
BIMP19624,LOC100642279
BIMP16055,
BIMP19315,LOC100650400
BIMP19559,LOC100644156
BIMP15347,LOC100644425
BIMP17885,LOC100650940
BIMP23402,
BIMP10791,LOC100649098
BIMP25619,
BIMP13942,LOC100652153
BIMP11989,LOC100644025
BIMP24090,
BIMP13043,LOC100642838
BIMP16355,
BIMP16856,
BIMP25069,LOC100643565
BIMP22291,
BIMP15341,LOC100643512
BIMP19404,LOC100645813
BIMP16238,LOC100651486
BIMP17088,LOC100647830
BIMP12415,LOC100644886
BIMP23687,LOC100651924
BIMP20180,
BIMP19513,
BIMP18937,LOC100650682
BIMP14799,
BIMP12484,
BIMP10440,
BIMP13078,LOC100648012
BIMP22176,LOC100645359
BIMP11340,
BIMP21744,LOC100649014
BIMP13401,
BIMP20554,LOC100651467
BIMP20554,LOC100646728
BIMP20554,LOC100646490
BIMP20554,LOC100646609
BIMP20554,LOC100646849
BIMP10041,
BIMP25330,LOC100646911
BIMP12364,LOC100643361
BIMP18204,LOC110119297
BIMP24035,
BIMP25762,
BIMP24972,LOC100649939
BIMP21857,LOC100647229
BIMP13384,LOC100644217
BIMP13384,LOC100644336
BIMP10989,
BIMP22530,
BIMP11472,LOC100650136
BIMP13880,LOC100650070
BIMP25107,LOC100650504
BIMP10761,LOC100642646
BIMP11040,LOC100646420
BIMP17504,LOC100647068
BIMP20650,
BIMP22344,LOC105666933
BIMP23578,LOC100646961
BIMP13927,LOC100645237
BIMP20642,LOC100642612
BIMP20709,
BIMP17941,
BIMP18305,
BIMP10677,LOC100643942
BIMP24300,LOC100648188
BIMP23781,
BIMP19984,LOC100644082
BIMP24322,LOC100651615
BIMP19833,
BIMP23488,LOC100646482
BIMP11703,LOC100646888
BIMP14229,
BIMP20802,LOC105666922
BIMP11695,LOC105666865
BIMP18526,LOC100643125
BIMP10505,
BIMP24545,
BIMP15469,LOC100648841
BIMP11607,
BIMP25824,LOC100642197
BIMP20598,LOC105666204
BIMP12973,
BIMP19298,LOC105667031
BIMP20227,LOC100644118
BIMP25588,
BIMP21421,
BIMP19669,LOC100652173
BIMP15973,
BIMP19599,LOC100645071
BIMP24195,LOC100644097
BIMP10270,LOC100652089
BIMP12296,
BIMP17858,LOC100645852
BIMP23543,LOC100649269
BIMP10209,LOC100651848
BIMP23622,
BIMP16810,
BIMP17769,
BIMP24602,
BIMP10466,LOC100642589
BIMP15224,LOC100644703
BIMP16739,LOC100646811
BIMP13020,
BIMP15019,
BIMP19301,LOC100642516
BIMP10832,
BIMP20639,LOC100651928
BIMP25834,LOC100650112
BIMP20449,LOC100645781
BIMP22129,
BIMP23322,LOC100643149
BIMP17481,LOC105666830
BIMP25676,LOC100649233
BIMP21969,
BIMP12471,LOC100645593
BIMP12004,LOC100648330
BIMP13161,LOC100644478
BIMP25486,
BIMP24477,LOC100644480
BIMP22237,LOC100647406
BIMP18281,
BIMP20072,LOC100643622
BIMP22190,LOC100648662
BIMP24390,LOC100649944
BIMP19609,LOC100650553
BIMP13490,
BIMP22482,
BIMP17316,LOC105667180
BIMP11171,LOC100642346
BIMP14178,
BIMP14692,
BIMP17167,LOC100643251
BIMP18416,LOC100650247
BIMP11808,
BIMP24378,LOC100643710
BIMP16652,LOC105666791
BIMP16652,LOC105666867
BIMP23907,
BIMP19356,
BIMP23220,LOC100644678
BIMP10868,LOC105666458
BIMP17228,LOC100645884
BIMP22029,LOC100643412
BIMP15136,
BIMP25154,
BIMP10376,LOC100651131
BIMP10579,LOC100649865
BIMP11534,LOC100646864
BIMP20393,LOC100649987
BIMP19632,LOC100643642
BIMP23568,LOC100643625
BIMP14640,
BIMP20093,LOC105666309
BIMP15833,LOC100644370
BIMP13933,LOC100643845
BIMP16488,LOC100650056
BIMP15665,LOC100650177
BIMP17371,LOC100647871
BIMP21983,
BIMP13792,LOC100645276
BIMP16555,LOC100646442
BIMP22943,LOC100646623
BIMP10349,LOC105666728
BIMP19945,LOC100646539
BIMP13523,
BIMP11566,LOC100647341
BIMP25797,LOC100649616
BIMP23422,
BIMP15597,
BIMP13715,
BIMP21765,
BIMP11500,
BIMP24537,LOC100649253
BIMP16375,
BIMP25669,LOC100642427
BIMP19507,LOC100651857
BIMP24467,LOC100652110
BIMP10004,
BIMP10380,LOC100645599
BIMP13038,LOC100651597
BIMP22496,LOC100645459
BIMP19584,LOC100643612
BIMP15898,
BIMP10124,LOC100652304
BIMP13397,LOC105666458
BIMP13116,
BIMP23535,LOC100648257
BIMP15075,LOC105666233
BIMP19916,
BIMP23266,
BIMP12197,
BIMP20703,
BIMP17219,LOC100651724
BIMP15530,LOC100642212
BIMP14812,LOC100643905
BIMP18228,LOC100643989
BIMP12601,
BIMP18861,LOC105665746
BIMP19248,
BIMP13292,LOC100643490
BIMP12974,
BIMP25325,LOC100647660
BIMP14544,
BIMP17210,
BIMP15990,LOC100645543
BIMP19009,
BIMP14668,LOC105665944
BIMP18923,LOC100647844
BIMP10551,LOC100644867
BIMP17748,
BIMP10252,LOC100645806
BIMP22631,
BIMP14901,
BIMP25639,LOC105665906
BIMP22923,LOC100643118
BIMP25472,LOC100644203
BIMP18818,LOC100646378
BIMP17795,
BIMP19277,LOC100648564
BIMP25117,LOC100652142
BIMP15682,LOC100644347
BIMP14238,
BIMP25461,
BIMP25673,LOC100649115
BIMP21371,LOC110119161
BIMP24702,
BIMP11402,
BIMP21094,
BIMP23974,LOC100650953
BIMP22123,LOC100645534
BIMP22509,LOC100646597
BIMP22816,
BIMP23511,LOC100642345
BIMP23651,LOC100649627
BIMP25101,
BIMP12548,
BIMP15189,
BIMP23151,LOC100652280
BIMP15914,
BIMP20917,
BIMP25338,LOC100648097
BIMP15903,
BIMP21952,
BIMP19494,LOC100645693
BIMP23826,LOC100646262
BIMP19640,
BIMP13620,
BIMP10300,LOC100644817
BIMP24738,LOC100645445
BIMP16366,
BIMP13948,LOC100651791
BIMP23175,LOC100642809
BIMP14287,LOC105666948
BIMP20897,LOC105666892
BIMP16534,
BIMP20736,LOC100651126
BIMP18110,
BIMP22073,LOC100649949
BIMP22073,LOC100644132
BIMP22016,LOC100643049
BIMP10155,LOC100652113
BIMP15327,
BIMP18885,LOC100644128
BIMP21457,
BIMP12978,LOC100642851
BIMP18007,LOC105666997
BIMP14697,
BIMP20831,LOC110120273
BIMP11137,LOC100651223
BIMP23559,
BIMP22346,LOC100643105
BIMP20854,
BIMP15139,LOC100646234
BIMP21761,LOC100644029
BIMP16714,LOC100643916
BIMP15878,LOC100648681
BIMP18724,LOC100649328
BIMP20082,LOC100646479
BIMP21037,LOC110119370
BIMP12233,
BIMP21637,
BIMP11413,
BIMP14283,LOC105666956
BIMP10953,LOC105666458
BIMP17928,LOC100642796
BIMP21343,LOC100651320
BIMP24976,LOC100651654
BIMP14869,LOC100648343
BIMP21349,LOC100648818
BIMP22218,LOC100644792
BIMP11327,
BIMP15252,LOC100645178
BIMP10592,LOC100642353
BIMP17493,
BIMP21136,LOC100646474
BIMP17064,LOC100642427
BIMP10493,LOC105666730
BIMP19608,LOC100644955
BIMP24323,
BIMP20110,LOC100648176
BIMP24876,LOC100642244
BIMP23400,
BIMP15078,
BIMP11400,
BIMP10645,LOC100650290
BIMP21732,LOC100648778
BIMP13917,LOC100646894
BIMP19907,
BIMP22518,
BIMP19156,
BIMP20270,LOC100650514
BIMP11781,
BIMP14595,
BIMP11165,LOC100643827
BIMP20601,LOC100642375
BIMP10567,LOC100646884
BIMP23123,LOC100647537
BIMP18934,LOC100650320
BIMP21083,
BIMP19342,
BIMP17386,LOC100642652
BIMP18863,LOC100648161
BIMP12243,
BIMP22906,LOC105666201
BIMP23362,LOC105666784
BIMP19740,LOC100649114
BIMP25393,
BIMP14657,LOC100650363
BIMP10922,LOC100647370
BIMP25672,LOC100648656
BIMP21642,LOC100642520
BIMP12679,
BIMP10623,
BIMP22760,LOC100642452
BIMP15988,LOC105666458
BIMP24452,LOC100644957
BIMP14887,LOC100645775
BIMP18546,LOC100646422
BIMP11370,
BIMP12988,
BIMP14025,
BIMP19729,
BIMP14744,LOC100646413
BIMP11259,
BIMP11127,LOC100650219
BIMP21816,LOC100651725
BIMP21187,LOC100649965
BIMP25758,LOC100652090
BIMP23131,LOC100647065
BIMP11587,LOC100644296
BIMP11114,LOC100646008
BIMP20007,
BIMP19659,
BIMP17124,
BIMP25862,LOC100646579
BIMP10843,
BIMP11161,LOC100645891
BIMP11722,
BIMP21733,LOC100648892
BIMP24047,
BIMP12563,LOC105667018
BIMP17743,
BIMP16979,LOC100645937
BIMP13864,LOC105665711
BIMP19678,LOC100650576
BIMP13214,
BIMP11707,
BIMP18085,LOC100651559
BIMP24824,LOC100647235
BIMP11968,LOC100643157
BIMP15449,LOC110119994
BIMP15245,LOC100646129
BIMP13372,LOC110119783
BIMP19757,LOC100643591
BIMP24108,LOC100645188
BIMP25627,LOC100645360
BIMP12722,LOC100647883
BIMP19718,LOC100646842
BIMP20017,
BIMP17899,
BIMP23767,LOC100650244
BIMP15050,LOC100647780
BIMP13492,LOC100650511
BIMP23261,LOC100649617
BIMP21031,
BIMP22827,LOC110119657
BIMP17262,LOC100651914
BIMP21409,
BIMP22034,LOC100649539
BIMP14035,LOC105666275
BIMP22891,LOC100643492
BIMP11638,
BIMP25490,
BIMP18439,LOC100644216
BIMP21799,LOC100645575
BIMP10768,
BIMP11447,LOC105666598
BIMP16622,LOC110119543
BIMP13626,LOC100645287
BIMP14088,
BIMP10771,LOC100644066
BIMP23061,LOC100648862
BIMP17632,LOC100652260
BIMP16226,LOC100649453
BIMP17096,
BIMP13798,LOC100651355
BIMP21404,LOC105666509
BIMP16942,
BIMP17055,
BIMP17182,LOC100646307
BIMP23785,
BIMP20248,
BIMP22229,
BIMP18813,LOC105665800
BIMP16041,
BIMP10786,LOC100647583
BIMP25013,LOC110120265
BIMP25637,LOC100648849
BIMP16157,LOC100648635
BIMP17827,LOC100646058
BIMP10222,LOC100648067
BIMP19921,LOC105666994
BIMP14720,
BIMP23894,LOC105665631
BIMP22028,LOC100643412
BIMP11173,LOC100647161
BIMP15143,
BIMP21445,LOC100650016
BIMP19679,LOC100645346
BIMP24704,
BIMP11749,
BIMP20222,LOC100649439
BIMP18311,
BIMP22131,LOC100647039
BIMP17107,LOC100642863
BIMP25396,
BIMP15769,LOC100643383
BIMP21949,
BIMP16019,LOC105666696
BIMP24775,
BIMP22974,
BIMP15545,
BIMP10340,
BIMP15427,
BIMP17757,
BIMP15248,LOC100646928
BIMP10585,LOC105666765
BIMP19022,
BIMP11118,LOC100646561
BIMP14306,LOC100648661
BIMP10813,LOC100644548
BIMP16816,LOC100650293
BIMP20905,
BIMP10480,
BIMP21363,LOC100642722
BIMP11039,LOC100645051
BIMP21095,LOC100645206
BIMP15310,LOC105667078
BIMP13883,LOC100650432
BIMP24767,
BIMP21067,
BIMP18239,LOC100646966
BIMP22292,
BIMP19391,LOC100643425
BIMP23427,LOC105666922
BIMP10883,
BIMP24345,LOC100642262
BIMP25558,
BIMP11263,
BIMP15085,LOC100644028
BIMP17221,LOC105666784
BIMP19767,LOC100651139
BIMP10550,
BIMP12435,LOC100647615
BIMP14539,LOC105666094
BIMP13256,
BIMP11302,LOC105667177
BIMP16195,LOC105665929
BIMP18357,LOC100646631
BIMP15000,LOC100645423
BIMP14376,LOC100650138
BIMP16830,LOC100645955
BIMP25654,LOC100650673
BIMP23534,LOC100649469
BIMP24522,LOC100645749
BIMP14586,
BIMP16781,LOC100652286
BIMP18897,LOC100642448
BIMP17339,
BIMP24504,LOC100642443
BIMP17092,LOC100651706
BIMP10739,LOC100651608
BIMP11708,LOC100650987
BIMP19838,
BIMP12963,
BIMP21711,
BIMP25777,LOC100651339
BIMP25253,LOC105666091
BIMP21657,
BIMP20431,LOC100652215
BIMP19983,LOC100643872
BIMP22042,LOC100648563
BIMP12037,LOC100643414
BIMP11098,LOC100649972
BIMP14101,LOC100647313
BIMP11935,LOC100644365
BIMP21698,LOC100646555
BIMP18012,LOC100642587
BIMP23873,LOC100645313
BIMP17021,LOC100644876
BIMP22511,LOC100647075
BIMP17680,
BIMP15996,LOC100631084
BIMP13773,LOC100645615
BIMP14906,LOC105666515
BIMP10987,
BIMP15565,
BIMP18375,LOC100650610
BIMP12947,
BIMP23199,LOC100649211
BIMP24157,LOC100648645
BIMP17245,LOC100649622
BIMP25116,LOC100652262
BIMP23055,LOC100649576
BIMP13350,
BIMP13254,
BIMP21835,LOC100652204
BIMP11954,LOC100651246
BIMP14879,LOC100642902
BIMP10242,LOC100645886
BIMP11072,LOC100651101
BIMP23914,LOC100642558
BIMP17286,LOC100646531
BIMP12551,
BIMP24884,
BIMP22002,
BIMP19741,LOC100646634
BIMP11092,LOC100646437
BIMP12734,
BIMP10969,LOC100649492
BIMP12793,LOC100649857
BIMP21914,LOC100642258
BIMP14537,
BIMP19150,LOC100645095
BIMP18350,LOC100645209
BIMP24853,LOC100648767
BIMP23643,LOC105666010
BIMP15526,LOC100648982
BIMP17468,
BIMP22925,LOC100643806
BIMP16528,
BIMP21829,
BIMP16352,
BIMP18990,
BIMP14388,
BIMP14581,
BIMP18231,LOC100643260
BIMP23445,
BIMP14261,LOC100649558
BIMP25447,
BIMP13192,
BIMP11999,
BIMP19541,LOC100645198
BIMP19826,LOC110120274
BIMP11692,LOC100644665
BIMP11080,LOC100646997
BIMP10633,
BIMP21242,LOC100651978
BIMP13752,LOC100646090
BIMP25545,LOC105666770
BIMP23706,LOC100647659
BIMP20995,
BIMP22847,
BIMP13983,
BIMP16443,LOC105667119
BIMP21873,LOC100644264
BIMP19175,LOC100646920
BIMP21239,LOC100643087
BIMP22596,
BIMP16827,LOC110119633
BIMP10351,LOC105665890
BIMP15412,LOC100647979
BIMP22301,LOC100643434
BIMP17703,LOC100651729
BIMP24282,LOC100649073
BIMP23680,LOC100643205
BIMP17793,
BIMP18860,LOC105665747
BIMP15291,LOC100644583
BIMP13996,LOC100643610
BIMP10439,LOC100649503
BIMP24048,LOC100646882
BIMP10011,
BIMP18696,LOC105666716
BIMP17170,LOC100643619
BIMP15385,LOC100643042
BIMP14452,LOC100643620
BIMP19567,LOC100648323
BIMP12776,LOC105666492
BIMP15066,
BIMP14059,
BIMP20521,LOC100649442
BIMP12837,LOC100650072
BIMP19329,
BIMP13001,LOC100645292
BIMP10884,LOC100644111
BIMP24850,LOC100645299
BIMP10078,LOC100652200
BIMP10369,LOC100649659
BIMP14219,
BIMP12064,LOC100646557
BIMP23867,
BIMP11411,LOC100647963
BIMP15163,
BIMP10707,LOC100648447
BIMP17242,LOC100644846
BIMP13856,LOC100646105
BIMP25851,LOC100643437
BIMP24627,
BIMP23245,
BIMP19652,LOC100646468
BIMP19652,LOC105666774
BIMP17607,LOC110120003
BIMP18531,LOC100645638
BIMP17257,LOC100650998
BIMP10471,LOC100643716
BIMP24303,LOC100649489
BIMP16914,LOC100650585
BIMP22615,LOC100652234
BIMP24255,
BIMP24819,LOC100650010
BIMP16589,LOC100644503
BIMP22243,LOC105665823
BIMP15206,LOC100648727
BIMP21324,
BIMP12333,LOC100651132
BIMP20801,LOC105667086
BIMP15145,LOC100649661
BIMP12290,LOC100643771
BIMP20372,LOC100643754
BIMP15934,LOC100649672
BIMP13095,LOC100651479
BIMP23571,LOC100644533
BIMP12200,
BIMP25653,LOC100647955
BIMP15129,LOC110119673
BIMP16508,LOC100650255
BIMP10779,LOC100645840
BIMP25256,
BIMP22864,
BIMP23975,LOC100651191
BIMP24212,
BIMP23009,LOC100651997
BIMP17469,
BIMP24906,LOC100651379
BIMP15188,
BIMP17238,LOC105667040
BIMP24102,
BIMP24723,LOC100647458
BIMP12787,LOC100645139
BIMP11628,LOC110119783
BIMP20048,LOC100645885
BIMP24583,
BIMP20165,LOC100652099
BIMP25808,LOC100646772
BIMP15147,LOC100646305
BIMP16647,LOC105666845
BIMP13102,
BIMP24258,
BIMP12123,LOC100645654
BIMP20607,LOC100642496
BIMP10503,
BIMP14201,LOC100649509
BIMP15828,LOC100644811
BIMP13698,LOC100648675
BIMP21085,LOC100648870
BIMP20935,
BIMP10167,LOC100643281
BIMP24854,LOC100644416
BIMP23674,LOC100648441
BIMP10514,LOC100643022
BIMP13295,LOC100643287
BIMP14099,LOC100646602
BIMP23491,LOC100650660
BIMP13320,LOC100646868
BIMP17643,LOC100651899
BIMP15271,LOC100651025
BIMP22281,LOC100648541
BIMP20202,
BIMP19237,
BIMP14225,
BIMP21223,LOC100649099
BIMP18541,LOC100647225
BIMP10628,LOC110120252
BIMP22122,
BIMP24561,LOC100642919
BIMP14532,
BIMP19386,LOC100642265
BIMP17138,
BIMP25580,LOC100651357
BIMP19456,LOC100643220
BIMP22007,
BIMP24468,LOC100651635
BIMP12461,LOC100643691
BIMP15792,
BIMP17892,LOC100645780
BIMP15424,LOC100649028
BIMP24449,LOC100645187
BIMP13211,LOC100648213
BIMP14809,
BIMP25000,
BIMP10233,
BIMP18367,LOC100648409
BIMP13511,LOC100644871
BIMP12087,LOC100647435
BIMP12615,
BIMP12758,
BIMP18014,
BIMP23846,
BIMP22459,LOC100646906
BIMP12718,
BIMP15867,LOC100644178
BIMP12370,LOC100650401
BIMP10870,LOC100644804
